Month,Day_of_Month,n,doy,residual,cycle_class,anomaly,z
9,9,3396,252,210.4666666666667,6,154.04972232069008,1.0512216625194566
9,10,3393,253,207.4666666666667,0,156.66103817059388,1.0690410506218562
9,11,3201,254,15.466666666666697,1,7.872799243767015,0.05372328482674027
9,12,3471,255,285.4666666666667,2,208.39016897081416,1.4220360580863423
9,13,3424,256,238.4666666666667,3,101.07544605931704,0.6897298926977705
9,14,2963,257,-222.5333333333333,4,-81.86795758005434,-0.5586596923246667
9,15,2763,258,-422.5333333333333,5,-232.93751920122884,-1.5895450021527613
9,16,3289,259,103.4666666666667,6,47.04972232069009,0.32106313840717515
9,17,3321,260,135.4666666666667,0,84.66103817059388,0.5777194269201341
9,18,3265,261,79.4666666666667,1,71.87279924376702,0.49045361700604884
9,19,3347,262,161.4666666666667,2,84.39016897081416,0.5758710394889319
9,20,3396,263,210.4666666666667,3,73.07544605931704,0.49866037236932304
9,21,3116,264,-69.5333333333333,4,71.13204241994566,0.48539875804149274
9,22,2968,265,-217.5333333333333,5,-27.937519201228838,-0.19064315689091377
9,23,3263,266,77.4666666666667,6,21.049722320690087,0.14364144095933104
9,24,3374,267,188.4666666666667,0,137.66103817059388,0.939386733256124
9,25,3322,268,136.4666666666667,1,128.87279924376702,0.8794165691032455
9,26,3469,269,283.4666666666667,2,206.39016897081416,1.4083882352057389
9,27,3412,270,226.4666666666667,3,89.07544605931704,0.6078429554141501
9,28,3242,271,56.4666666666667,4,197.13204241994566,1.3452115995195064
9,29,2923,272,-262.5333333333333,5,-72.93751920122884,-0.49771917170449004
9,30,3393,273,207.4666666666667,6,151.04972232069008,1.0307499281985515
10,1,3441,274,166.51612903225805,0,115.71050053618524,0.78959820837191
10,2,3206,275,-68.48387096774195,1,-76.07773839064163,-0.5191477493561789
10,3,3337,276,62.51612903225805,2,-14.560368663594488,-0.09935866629851274
10,4,3453,277,178.51612903225805,3,41.1249084249084,0.280632733082092
10,5,3115,278,-159.48387096774195,4,-18.818495214462985,-0.12841574478323667
10,6,2937,279,-337.48387096774195,5,-147.88805683563749,-1.009175002924694
10,7,3367,280,92.51612903225805,6,36.09918468628144,0.2463376393662797
10,8,3379,281,104.51612903225805,0,53.71050053618524,0.36651569907320486
10,9,3381,282,106.51612903225805,1,98.92226160935837,0.6750367526966178
10,10,3473,283,198.51612903225805,2,121.43963133640551,0.8286932895825179
10,11,3551,284,276.51612903225805,3,139.1249084249084,0.9493760542316582
10,12,3086,285,-188.48387096774195,4,-47.818495214462985,-0.3263091765519858
10,13,3011,286,-263.48387096774195,5,-73.88805683563749,-0.5042055563423685
10,14,3311,287,36.51612903225805,6,-19.90081531371856,-0.13580140129061527
10,15,3446,288,171.51612903225805,0,120.71050053618524,0.8237177655734184
10,16,3337,289,62.51612903225805,1,54.922261609358365,0.37478464932334316
10,17,3531,290,256.51612903225805,2,179.4396313364055,1.2244801531200162
10,18,3550,291,275.51612903225805,3,138.1249084249084,0.9425521427913565
10,19,3210,292,-64.48387096774195,4,76.18150478553702,0.5198558420454245
10,20,3055,293,-219.48387096774195,5,-29.888056835637485,-0.20395345296909392
10,21,3341,294,66.51612903225805,6,10.09918468628144,0.06891594191843561
10,22,3343,295,68.51612903225805,0,17.710500536185243,0.1208548872223438
10,23,3247,296,-27.48387096774195,1,-35.077738390641635,-0.23936738030380944
10,24,3325,297,50.51612903225805,2,-26.56036866359449,-0.1812456035821331
10,25,3571,298,296.51612903225805,3,159.1249084249084,1.085854283037692
10,26,3192,299,-82.48387096774195,4,58.181504785537015,0.3970254361199939
10,27,2947,300,-327.48387096774195,5,-137.88805683563749,-0.9409358885216771
10,28,3194,301,-80.48387096774195,6,-136.90081531371857,-0.9341990398059137
10,29,3204,302,-70.48387096774195,0,-121.28949946381476,-0.827668802979592
10,30,3161,303,-113.48387096774195,1,-121.07773839064163,-0.8262237641697552
10,31,2807,304,-467.48387096774195,2,-544.5603686635945,-3.716031729658412
11,1,3177,305,-46.666666666666515,3,-184.05788727401617,-1.2559947226469188
11,2,3077,306,-146.66666666666652,4,-6.00129091338755,-0.040952277720443915
11,3,2904,307,-319.6666666666665,5,-130.07085253456205,-0.8875919786603927
11,4,3263,308,39.333333333333485,6,-17.083611012643125,-0.11657704863083945
11,5,3330,309,106.33333333333348,0,55.52770483726068,0.37891614029267895
11,6,3187,310,-36.666666666666515,1,-44.2605340895662,-0.302029964927654
11,7,3391,311,167.33333333333348,2,90.25683563748095,0.615904653272036
11,8,3514,312,290.3333333333335,3,152.94211272598383,1.0436634327347527
11,9,3272,313,48.333333333333485,4,188.99870908661245,1.2897104531383867
11,10,2944,314,-279.6666666666665,5,-90.07085253456205,-0.614635521048325
11,11,3280,315,56.333333333333485,6,-0.0836110126431251,-0.0005705541457106311
11,12,3549,316,325.3333333333335,0,274.52770483726067,1.8733527457187502
11,13,3344,317,120.33333333333348,1,112.73946591043381,0.7693241311997123
11,14,3503,318,279.3333333333335,2,202.25683563748095,1.380182734585826
11,15,3431,319,207.33333333333348,3,69.94211272598383,0.4772787831897119
11,16,3210,320,-13.666666666666515,4,126.99870908661245,0.8666279438396816
11,17,2984,321,-239.66666666666652,5,-50.07085253456205,-0.34167906343625715
11,18,3211,322,-12.666666666666515,6,-69.08361101264313,-0.4714204435265277
11,19,3240,323,16.333333333333485,0,-34.47229516273932,-0.23523588933447365
11,20,3403,324,179.33333333333348,1,171.7394659104338,1.1719349061775124
11,21,3530,325,306.3333333333335,2,229.25683563748095,1.5644283434739716
11,22,2639,326,-584.6666666666665,3,-722.0578872740161,-4.92725907752923
11,23,2626,327,-597.6666666666665,4,-457.00129091338755,-3.1185363372965087
11,24,3308,328,84.33333333333348,5,273.92914746543795,1.8692682432214922
11,25,3472,329,248.33333333333348,6,191.91638898735687,1.3096204423922149
11,26,3423,330,199.33333333333348,0,148.52770483726067,1.0135399042407367
11,27,3439,331,215.33333333333348,1,207.7394659104338,1.4175957180283734
11,28,2737,332,-486.6666666666665,2,-563.7431643625191,-3.8469334286852734
11,29,2977,333,-246.66666666666652,3,-384.05788727401614,-2.6207770107072577
11,30,3345,334,121.33333333333348,4,261.99870908661245,1.7878559882804106
12,1,3084,335,-131.8064516129034,5,57.78936251920106,0.3943494920225182
12,2,3356,336,140.1935483870966,6,83.77660404111998,0.5716841267458239
12,3,3296,337,80.1935483870966,0,29.38791989102379,0.20054056275102702
12,4,3230,338,14.193548387096598,1,6.599680964196916,0.04503563843392466
12,5,3210,339,-5.806451612903402,2,-82.88294930875594,-0.5655859059939652
12,6,3493,340,277.1935483870966,3,139.80232777974695,0.9539987039170227
12,7,2979,341,-236.8064516129034,4,-96.14107585962444,-0.6560581874414043
12,8,2807,342,-408.8064516129034,5,-219.21063748079894,-1.4958739769410516
12,9,3043,343,-172.8064516129034,6,-229.22339595888002,-1.5642001540686068
12,10,3243,344,27.193548387096598,0,-23.61208010897621,-0.16112674358496284
12,11,3161,345,-54.8064516129034,1,-62.400319035803086,-0.42581425094689235
12,12,3223,346,7.193548387096598,2,-69.88294930875594,-0.47687505727004315
12,13,3341,347,125.1935483870966,3,-12.197672220253054,-0.083235835008835
12,14,3112,348,-103.8064516129034,4,36.858924140375564,0.25152203411872115
12,15,2871,349,-344.8064516129034,5,-155.21063748079894,-1.059143644761743
12,16,3333,350,117.1935483870966,6,60.77660404111999,0.41473416361888493
12,17,3173,351,-42.8064516129034,0,-93.61208010897622,-0.6388005444060816
12,18,3213,352,-2.806451612903402,1,-10.400319035803083,-0.07097085605120415
12,19,3390,353,174.1935483870966,2,97.11705069124406,0.66271815326034
12,20,3622,354,406.1935483870966,3,268.802327779747,1.8342832797159416
12,21,3505,355,289.1935483870966,4,429.85892414037556,2.9333192301572875
12,22,3299,356,83.1935483870966,5,272.78936251920106,1.8614904516873827
12,23,3421,357,205.1935483870966,6,148.77660404111998,1.0152383703654342
12,24,2691,358,-524.8064516129034,0,-575.6120801089762,-3.927925858631499
12,25,2589,359,-626.8064516129034,1,-634.4003190358031,-4.329091594799463
12,26,3391,360,175.1935483870966,2,98.11705069124406,0.6695420647006417
12,27,3511,361,295.1935483870966,3,157.80232777974695,1.0768291098424532
12,28,3528,362,312.1935483870966,4,452.85892414037556,3.0902691932842266
12,29,3386,363,170.1935483870966,5,359.78936251920106,2.4551707469936304
12,30,3398,364,182.1935483870966,6,125.77660404111998,0.8582884072384951
12,31,2791,365,-424.8064516129034,0,-475.6120801089762,-3.2455347146013294
