ID,row_position,attributed_year,attributed_date,season,region,origin_timezone,region_timezone_bucket,origin_size_tier,stratum_label,Origin_Airport,Destination_Airport,Estimated_Departure_Time,origin_tier,dest_tier,row_tier,collectible,not_collectible_reason
TRAIN_118856,118856,2019,2019-05-02,spring,Midwest,America/Detroit,Midwest:Detroit,large,2019|spring|Midwest:Detroit|large,DTW,MDT,955.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_121243,121243,2019,2019-08-10,summer,Midwest,America/Detroit,Midwest:Detroit,large,2019|summer|Midwest:Detroit|large,DTW,ATL,959.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_122584,122584,2019,2019-08-10,summer,Northeast,America/New_York,Northeast:New_York,medium,2019|summer|Northeast:New_York|medium,SWF,DTW,1115.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_123519,123519,2019,2019-12-24,winter,Alaska,America/Anchorage,Alaska,medium,2019|winter|Alaska|medium,FAI,SEA,50.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_128238,128238,2019,2019-04-27,spring,South,America/Chicago,South:Chicago,large,2019|spring|South:Chicago|large,BHM,MCO,700.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_129041,129041,2018,2018-02-26,winter,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,large,2018|winter|Non-contiguous territory|large,SJU,ORD,1517.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_132701,132701,2018,2018-05-08,spring,Midwest,America/Denver,Midwest:Denver,small,2018|spring|Midwest:Denver|small,DIK,DEN,1455.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_134621,134621,2019,2019-03-07,spring,Midwest,America/Denver,Midwest:Denver,small,2019|spring|Midwest:Denver|small,BFF,DEN,1455.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_136503,136503,2019,2019-11-06,fall,Midwest,America/New_York,Midwest:New_York,large,2019|fall|Midwest:New_York|large,DAY,ORD,1918.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_139996,139996,2018,2018-12-14,winter,Midwest,America/Chicago,Midwest:Chicago,medium,2018|winter|Midwest:Chicago|medium,LNK,DEN,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_140909,140909,2018,2018-03-27,spring,Alaska,America/Anchorage,Alaska,medium,2018|spring|Alaska|medium,FAI,ANC,2145.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_143500,143500,2018,2018-05-28,spring,Midwest,America/New_York,Midwest:New_York,medium,2018|spring|Midwest:New_York|medium,CAK,ORD,625.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_143726,143726,2019,2019-05-14,spring,Midwest,America/Chicago,Midwest:Chicago,small,2019|spring|Midwest:Chicago|small,BJI,MSP,1251.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_154952,154952,2019,2019-06-18,summer,West,America/Los_Angeles,West:Los_Angeles,large,2019|summer|West:Los_Angeles|large,SEA,LAS,1700.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_158332,158332,2018,2018-01-21,winter,West,America/Los_Angeles,West:Los_Angeles,medium,2018|winter|West:Los_Angeles|medium,MRY,LAX,1725.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_158971,158971,2018,2018-11-28,fall,Midwest,America/New_York,Midwest:New_York,medium,2018|fall|Midwest:New_York|medium,CAK,CLT,719.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_170620,170620,2019,2019-11-19,fall,Midwest,America/Chicago,Midwest:Chicago,medium,2019|fall|Midwest:Chicago|medium,RST,ATL,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_182037,182037,2018,2018-09-24,fall,West,America/Phoenix,West:Phoenix,medium,2018|fall|West:Phoenix|medium,YUM,PHX,1649.0,confirmed_current_only,confirmed_period,confirmed_current_only,False,"origin=confirmed_current_only,destination=confirmed_period"
TRAIN_186187,186187,2019,2019-05-28,spring,Alaska,America/Anchorage,Alaska,large,2019|spring|Alaska|large,ANC,HNL,1620.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_186338,186338,2018,2018-07-19,summer,South,America/New_York,South:New_York,large,2018|summer|South:New_York|large,MCO,BDL,2225.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_191514,191514,2019,2019-05-17,spring,Alaska,America/Anchorage,Alaska,small,2019|spring|Alaska|small,BRW,ANC,1910.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_194910,194910,2018,2018-11-01,fall,Alaska,America/Anchorage,Alaska,small,2018|fall|Alaska|small,BRW,FAI,1150.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_198834,198834,2018,2018-12-02,winter,Midwest,America/Detroit,Midwest:Detroit,medium,2018|winter|Midwest:Detroit|medium,FNT,ORD,1909.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_200799,200799,2019,2019-03-01,spring,Hawaii,Pacific/Honolulu,Hawaii,large,2019|spring|Hawaii|large,HNL,LIH,1410.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_204184,204184,2019,2019-09-09,fall,West,America/Phoenix,West:Phoenix,small,2019|fall|West:Phoenix|small,PRC,LAX,2010.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_204192,204192,2019,2019-10-11,fall,South,America/New_York,South:New_York,small,2019|fall|South:New_York|small,ABY,ATL,1155.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_205696,205696,2019,2019-04-18,spring,Northeast,America/New_York,Northeast:New_York,small,2019|spring|Northeast:New_York|small,PQI,EWR,1145.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_213904,213904,2018,2018-12-04,winter,South,America/Kentucky/Louisville,South:Louisville,large,2018|winter|South:Louisville|large,SDF,DCA,600.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_214945,214945,2019,2019-03-13,spring,West,America/Los_Angeles,West:Los_Angeles,small,2019|spring|West:Los_Angeles|small,LWS,SLC,513.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_215670,215670,2018,2018-11-25,fall,West,America/Phoenix,West:Phoenix,small,2018|fall|West:Phoenix|small,PRC,LAX,1450.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_216024,216024,2018,2018-02-09,winter,West,America/Los_Angeles,West:Los_Angeles,large,2018|winter|West:Los_Angeles|large,LAX,SFO,630.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_217079,217079,2019,2019-03-10,spring,Midwest,America/Denver,Midwest:Denver,medium,2019|spring|Midwest:Denver|medium,RAP,MSP,1033.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_223743,223743,2018,2018-10-09,fall,West,America/Boise,West:Boise,medium,2018|fall|West:Boise|medium,IDA,SLC,1247.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_224490,224490,2019,2019-09-08,fall,South,America/Denver,South:Denver,large,2019|fall|South:Denver|large,ELP,DAL,2025.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_229049,229049,2018,2018-11-07,fall,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,large,2018|fall|Non-contiguous territory|large,SJU,JFK,1400.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_230824,230824,2019,2019-08-30,summer,West,America/Los_Angeles,West:Los_Angeles,small,2019|summer|West:Los_Angeles|small,ALW,SEA,1330.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_235142,235142,2019,2019-03-17,spring,West,America/Los_Angeles,West:Los_Angeles,medium,2019|spring|West:Los_Angeles|medium,SBP,SFO,810.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_236433,236433,2019,2019-08-27,summer,Midwest,America/New_York,Midwest:New_York,medium,2019|summer|Midwest:New_York|medium,TOL,ORD,1053.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_243283,243283,2019,2019-03-14,spring,West,America/Los_Angeles,West:Los_Angeles,large,2019|spring|West:Los_Angeles|large,SEA,SUN,1520.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_248832,248832,2019,2019-04-14,spring,West,America/Boise,West:Boise,large,2019|spring|West:Boise|large,BOI,SAN,1055.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_249021,249021,2018,2018-12-21,winter,Midwest,America/Detroit,Midwest:Detroit,large,2018|winter|Midwest:Detroit|large,DTW,SDF,1751.0,confirmed_period,tz_conflict_needs_resolution,tz_conflict_needs_resolution,False,"origin=confirmed_period,destination=tz_conflict_needs_resolution"
TRAIN_255548,255548,2019,2019-05-10,spring,Midwest,America/New_York,Midwest:New_York,large,2019|spring|Midwest:New_York|large,DAY,DTW,1830.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_257859,257859,2018,2018-10-29,fall,Midwest,America/Chicago,Midwest:Chicago,large,2018|fall|Midwest:Chicago|large,STL,MKE,1610.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_265125,265125,2019,2019-10-15,fall,South,America/Chicago,South:Chicago,small,2019|fall|South:Chicago|small,MEI,ORD,1225.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_274465,274465,2019,2019-08-14,summer,Hawaii,Pacific/Honolulu,Hawaii,large,2019|summer|Hawaii|large,OGG,SFO,1520.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_275146,275146,2019,2019-11-14,fall,Hawaii,Pacific/Honolulu,Hawaii,large,2019|fall|Hawaii|large,OGG,OAK,915.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_275296,275296,2018,2018-08-17,summer,South,America/Kentucky/Louisville,South:Louisville,large,2018|summer|South:Louisville|large,SDF,BWI,820.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_275726,275726,2019,2019-05-20,spring,West,America/Phoenix,West:Phoenix,medium,2019|spring|West:Phoenix|medium,AZA,OGD,1258.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_279457,279457,2019,2019-06-23,summer,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2019|summer|Midwest:Indianapolis|large,IND,LGA,1114.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_286874,286874,2019,2019-06-21,summer,West,America/Boise,West:Boise,medium,2019|summer|West:Boise|medium,SUN,SEA,1155.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_289908,289908,2018,2018-12-14,winter,Hawaii,Pacific/Honolulu,Hawaii,large,2018|winter|Hawaii|large,KOA,PHX,2349.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_291278,291278,2019,2019-11-23,fall,South,America/Chicago,South:Chicago,large,2019|fall|South:Chicago|large,DFW,MKE,657.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_293540,293540,2018,2018-07-25,summer,South,America/Chicago,South:Chicago,medium,2018|summer|South:Chicago|medium,BTR,IAH,1610.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_294789,294789,2018,2018-09-18,fall,South,America/Chicago,South:Chicago,small,2018|fall|South:Chicago|small,DHN,ATL,1053.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_300450,300450,2018,2018-07-25,summer,South,America/New_York,South:New_York,small,2018|summer|South:New_York|small,LWB,SHD,1921.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_305211,305211,2018,2018-09-15,fall,Midwest,America/Detroit,Midwest:Detroit,small,2018|fall|Midwest:Detroit|small,APN,PLN,528.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_318094,318094,2019,2019-05-15,spring,Midwest,America/Chicago,Midwest:Chicago,medium,2019|spring|Midwest:Chicago|medium,EVV,CLT,1108.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_320342,320342,2018,2018-11-04,fall,South,America/New_York,South:New_York,large,2018|fall|South:New_York|large,MCO,IAD,1545.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_324862,324862,2018,2018-06-16,summer,Northeast,America/New_York,Northeast:New_York,large,2018|summer|Northeast:New_York|large,EWR,BOS,757.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_324997,324997,2018,2018-10-02,fall,Hawaii,Pacific/Honolulu,Hawaii,large,2018|fall|Hawaii|large,LIH,HNL,1119.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_325550,325550,2018,2018-03-26,spring,Alaska,America/Anchorage,Alaska,large,2018|spring|Alaska|large,ANC,BET,605.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_332979,332979,2018,2018-06-07,summer,Midwest,America/Detroit,Midwest:Detroit,small,2018|summer|Midwest:Detroit|small,MKG,ORD,1043.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_341069,341069,2018,2018-12-20,winter,South,America/New_York,South:New_York,large,2018|winter|South:New_York|large,CLT,DTW,1955.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_343531,343531,2018,2018-07-14,summer,West,America/Los_Angeles,West:Los_Angeles,medium,2018|summer|West:Los_Angeles|medium,RDD,SFO,1805.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_345499,345499,2018,2018-02-05,winter,Hawaii,Pacific/Honolulu,Hawaii,medium,2018|winter|Hawaii|medium,ITO,LAX,2200.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_347508,347508,2018,2018-07-06,summer,Midwest,America/Chicago,Midwest:Chicago,medium,2018|summer|Midwest:Chicago|medium,COU,DEN,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_351562,351562,2019,2019-08-09,summer,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,large,2019|summer|Non-contiguous territory|large,SJU,PHL,730.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_356166,356166,2018,2018-04-09,spring,West,America/Phoenix,West:Phoenix,medium,2018|spring|West:Phoenix|medium,AZA,DSM,720.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_365853,365853,2019,2019-10-24,fall,West,America/Boise,West:Boise,small,2019|fall|West:Boise|small,PIH,SLC,650.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_370421,370421,2019,2019-10-16,fall,South,America/Chicago,South:Chicago,medium,2019|fall|South:Chicago|medium,MGM,ATL,1429.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_371816,371816,2019,2019-07-22,summer,West,America/Phoenix,West:Phoenix,small,2019|summer|West:Phoenix|small,PRC,LAX,2005.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_386808,386808,2018,2018-04-24,spring,Midwest,America/Denver,Midwest:Denver,medium,2018|spring|Midwest:Denver|medium,RAP,DEN,735.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_389379,389379,2018,2018-08-01,summer,Northeast,America/New_York,Northeast:New_York,small,2018|summer|Northeast:New_York|small,MVY,DCA,1220.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_399818,399818,2018,2018-04-26,spring,South,America/Denver,South:Denver,large,2018|spring|South:Denver|large,ELP,LAS,935.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_401669,401669,2018,2018-04-10,spring,Midwest,America/Detroit,Midwest:Detroit,medium,2018|spring|Midwest:Detroit|medium,AZO,MSP,1550.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_402399,402399,2018,2018-12-27,winter,South,America/New_York,South:New_York,medium,2018|winter|South:New_York|medium,MLB,CLT,1724.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_411871,411871,2019,2019-07-14,summer,Midwest,America/Detroit,Midwest:Detroit,small,2019|summer|Midwest:Detroit|small,CMX,ORD,610.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_413146,413146,2019,2019-05-27,spring,West,America/Phoenix,West:Phoenix,small,2019|spring|West:Phoenix|small,PRC,DEN,715.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_414444,414444,2018,2018-09-10,fall,South,America/New_York,South:New_York,medium,2018|fall|South:New_York|medium,TLH,ATL,545.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_414853,414853,2018,2018-07-05,summer,South,America/Denver,South:Denver,large,2018|summer|South:Denver|large,ELP,DAL,500.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_418864,418864,2018,2018-03-02,spring,West,America/Denver,West:Denver,medium,2018|spring|West:Denver|medium,SGU,DEN,1345.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_430249,430249,2019,2019-10-22,fall,Midwest,America/Detroit,Midwest:Detroit,medium,2019|fall|Midwest:Detroit|medium,AZO,DTW,530.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_430442,430442,2019,2019-09-19,fall,Midwest,America/Detroit,Midwest:Detroit,large,2019|fall|Midwest:Detroit|large,DTW,DSM,2010.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_430947,430947,2018,2018-08-15,summer,West,America/Boise,West:Boise,large,2018|summer|West:Boise|large,BOI,DFW,1203.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_432306,432306,2018,2018-05-13,spring,Midwest,America/New_York,Midwest:New_York,large,2018|spring|Midwest:New_York|large,CLE,LAX,1731.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_433972,433972,2018,2018-12-15,winter,Midwest,America/Denver,Midwest:Denver,medium,2018|winter|Midwest:Denver|medium,RAP,MSP,605.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_436008,436008,2018,2018-02-07,winter,South,America/Denver,South:Denver,large,2018|winter|South:Denver|large,ELP,PHX,550.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_438086,438086,2019,2019-08-23,summer,Alaska,America/Anchorage,Alaska,large,2019|summer|Alaska|large,ANC,SEA,1327.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_442636,442636,2018,2018-09-22,fall,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,medium,2018|fall|Midwest:Indianapolis|medium,SBN,ORD,1802.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_444418,444418,2019,2019-07-23,summer,Northeast,America/New_York,Northeast:New_York,large,2019|summer|Northeast:New_York|large,LGA,CLT,1459.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_444588,444588,2019,2019-05-07,spring,South,America/New_York,South:New_York,large,2019|spring|South:New_York|large,DCA,ATL,800.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_445654,445654,2019,2019-08-10,summer,South,America/New_York,South:New_York,large,2019|summer|South:New_York|large,GSP,PHL,734.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_449102,449102,2018,2018-01-19,winter,Midwest,America/Detroit,Midwest:Detroit,small,2018|winter|Midwest:Detroit|small,CIU,MSP,725.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_449144,449144,2018,2018-04-22,spring,Northeast,America/New_York,Northeast:New_York,small,2018|spring|Northeast:New_York|small,PBG,PIE,1028.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_449700,449700,2018,2018-11-16,fall,Midwest,America/Chicago,Midwest:Chicago,small,2018|fall|Midwest:Chicago|small,JLN,DFW,1414.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_456938,456938,2019,2019-09-29,fall,Northeast,America/New_York,Northeast:New_York,medium,2019|fall|Northeast:New_York|medium,ELM,IAD,1430.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_457924,457924,2019,2019-09-02,fall,Hawaii,Pacific/Honolulu,Hawaii,medium,2019|fall|Hawaii|medium,MKK,HNL,751.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_461109,461109,2018,2018-10-07,fall,Midwest,America/Denver,Midwest:Denver,medium,2018|fall|Midwest:Denver|medium,RAP,LAS,2021.0,confirmed_period,confirmed_period,confirmed_period,True,
