run_id,phase_key,seed,source_row,ID,fold,y_true,probability,threshold,prediction,n_estimators,raw_missing__Month,raw_missing__Day_of_Month,raw_missing__Estimated_Departure_Time,raw_missing__Estimated_Arrival_Time,raw_missing__Cancelled,raw_missing__Diverted,raw_missing__Origin_Airport,raw_missing__Origin_Airport_ID,raw_missing__Origin_State,raw_missing__Destination_Airport,raw_missing__Destination_Airport_ID,raw_missing__Destination_State,raw_missing__Distance,raw_missing__Airline,raw_missing__Carrier_Code(IATA),raw_missing__Carrier_ID(DOT),raw_missing__Tail_Number,feature_missing__Airline,feature_missing__Dep_Hour,feature_missing__Arr_Hour,probability_error,error_type,raw__Month,raw__Day_of_Month,raw__Estimated_Departure_Time,raw__Estimated_Arrival_Time,raw__Cancelled,raw__Diverted,raw__Origin_Airport,raw__Origin_Airport_ID,raw__Origin_State,raw__Destination_Airport,raw__Destination_Airport_ID,raw__Destination_State,raw__Distance,raw__Airline,raw__Carrier_Code(IATA),raw__Carrier_ID(DOT),raw__Tail_Number
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,653,TRAIN_000653,3,1,0.05546754378457116,0.21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9445324562154288,FN,8,26,600.0,751.0,0,0,STL,15016,Missouri,DFW,11298,Texas,550.0,American Airlines Inc.,AA,19805.0,N980TW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,632,TRAIN_000632,3,1,0.08949519073973776,0.21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9105048092602622,FN,11,7,830.0,1059.0,0,0,DCA,11278,Virginia,LAS,12889,Nevada,2089.0,American Airlines Inc.,AA,19805.0,N987NN
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,1392,TRAIN_001392,3,1,0.0970881176677708,0.21,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9029118823322292,FN,10,13,,1125.0,0,0,ORD,13930,Illinois,GRR,11986,Michigan,137.0,Air Wisconsin Airlines Corp,UA,20046.0,N471ZW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,1789,TRAIN_001789,3,1,0.1032745827432455,0.21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8967254172567545,FN,11,24,2020.0,2238.0,0,0,DTW,11433,Michigan,SEA,14747,Washington,1927.0,,DL,19790.0,N584NW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,843,TRAIN_000843,3,1,0.10601429736421394,0.21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.893985702635786,FN,11,5,1725.0,1835.0,0,0,PHL,14100,Pennsylvania,ITH,12397,New York,192.0,,AA,20427.0,N641AE
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,1997,TRAIN_001997,3,1,0.1060645709899211,0.21,0,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8939354290100789,FN,3,18,700.0,,0,0,TYS,15412,Tennessee,IAH,12266,,771.0,SkyWest Airlines Inc.,UA,20304.0,N954SW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,693,TRAIN_000693,0,1,0.10903310197729107,0.23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8909668980227089,FN,9,27,643.0,944.0,0,0,DRO,11413,Colorado,DFW,11298,Texas,674.0,Mesa Airlines Inc.,AA,,N958LR
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,1442,TRAIN_001442,3,1,0.11340663003498733,0.21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8865933699650127,FN,1,1,920.0,1634.0,0,0,LAX,12892,California,ATL,10397,Georgia,1947.0,Spirit Air Lines,NK,20416.0,N534NK
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,227,TRAIN_000227,4,1,0.12122663052302965,0.2,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8787733694769704,FN,8,1,1539.0,,0,0,JFK,12478,New York,JAX,12451,,828.0,JetBlue Airways,B6,20409.0,N794JB
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_fixed,42,700,TRAIN_000700,4,1,0.122822179049294,0.2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877177820950706,FN,3,14,1645.0,1756.0,0,0,SBP,14698,California,LAX,12892,California,156.0,SkyWest Airlines Inc.,UA,20304.0,N946SW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,716,TRAIN_000716,2,0,0.4374803624103391,0.17,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4374803624103391,FP,12,13,905.0,1200.0,0,0,STL,15016,Missouri,DCA,11278,Virginia,719.0,Southwest Airlines Co.,WN,19393.0,N7829B
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1641,TRAIN_001641,2,0,0.426160309000001,0.17,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426160309000001,FP,1,10,834.0,1117.0,0,0,DCA,11278,Virginia,SRQ,14986,Florida,851.0,Republic Airlines,AA,20452.0,N429YX
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1166,TRAIN_001166,2,0,0.3920751028306542,0.17,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3920751028306542,FP,10,30,1705.0,2001.0,0,0,MIA,13303,Florida,LGA,12953,New York,1096.0,American Airlines Inc.,AA,19805.0,N957NN
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1543,TRAIN_001543,2,0,0.3823673491017647,0.17,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3823673491017647,FP,9,28,920.0,,0,0,LAX,12892,California,RDM,14489,Oregon,726.0,,AA,20304.0,N709SK
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1767,TRAIN_001767,2,0,0.35861354297087417,0.17,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35861354297087417,FP,9,21,912.0,1156.0,0,0,LAX,12892,California,OGG,13830,Hawaii,2486.0,United Air Lines Inc.,UA,19977.0,N37502
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,804,TRAIN_000804,2,0,0.35465036082614065,0.17,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.35465036082614065,FP,4,15,1840.0,,0,0,LAX,12892,California,SMF,14893,California,373.0,SkyWest Airlines Inc.,UA,,N141SY
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1832,TRAIN_001832,2,0,0.35068399732278116,0.17,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.35068399732278116,FP,1,14,1650.0,1920.0,0,0,STL,15016,Missouri,PIT,14122,Pennsylvania,554.0,,WN,,N8520Q
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,542,TRAIN_000542,4,0,0.3309652585877856,0.28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.3309652585877856,FP,1,1,710.0,1014.0,0,0,BUR,10800,California,SLC,14869,Utah,574.0,SkyWest Airlines Inc.,,,N554CA
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,725,TRAIN_000725,2,0,0.32136149479298876,0.17,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32136149479298876,FP,5,31,1635.0,2014.0,0,0,COS,11109,Colorado,ORD,13930,Illinois,911.0,SkyWest Airlines Inc.,UA,20304.0,N956SW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,972,TRAIN_000972,4,0,0.3187033494614947,0.28,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3187033494614947,FP,9,4,1017.0,,0,0,FLL,11697,Florida,CLT,11057,North Carolina,632.0,American Airlines Inc.,AA,19805.0,N981AN
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,492,TRAIN_000492,2,1,0.0872531024051217,0.17,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9127468975948783,FN,1,17,,950.0,0,0,ATL,10397,Georgia,SFO,14771,California,2139.0,United Air Lines Inc.,UA,19977.0,N460UA
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,253,TRAIN_000253,2,1,0.08871420106934638,0.17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9112857989306536,FN,7,1,1820.0,2002.0,0,0,MCI,13198,Missouri,ORD,13930,Illinois,403.0,United Air Lines Inc.,UA,,N813UA
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1981,TRAIN_001981,2,1,0.09321775014982644,0.17,0,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9067822498501735,FN,8,7,,,0,0,DEN,11292,Colorado,SBP,14698,California,931.0,SkyWest Airlines Inc.,UA,20304.0,N967SW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,174,TRAIN_000174,2,1,0.10346547891631565,0.17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8965345210836844,FN,8,6,1454.0,1748.0,0,0,SEA,14747,Washington,PHX,14107,Arizona,1107.0,,AA,19805.0,N647AW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,679,TRAIN_000679,2,1,0.10382802467371854,0.17,0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8961719753262815,FN,8,12,,2225.0,0,0,SEA,14747,,ALW,10275,Washington,213.0,Horizon Air,AS,19687.0,N405QX
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,653,TRAIN_000653,3,1,0.10762323961138429,0.21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8923767603886157,FN,8,26,600.0,751.0,0,0,STL,15016,Missouri,DFW,11298,Texas,550.0,American Airlines Inc.,AA,19805.0,N980TW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,693,TRAIN_000693,0,1,0.11210287678061392,0.25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8878971232193861,FN,9,27,643.0,944.0,0,0,DRO,11413,Colorado,DFW,11298,Texas,674.0,Mesa Airlines Inc.,AA,,N958LR
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,700,TRAIN_000700,4,1,0.11324131388040919,0.28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8867586861195909,FN,3,14,1645.0,1756.0,0,0,SBP,14698,California,LAX,12892,California,156.0,SkyWest Airlines Inc.,UA,20304.0,N946SW
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,1305,TRAIN_001305,4,1,0.11353155632907776,0.28,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8864684436709223,FN,10,16,,130.0,0,0,MDW,13232,Illinois,HOU,12191,Texas,937.0,,WN,19393.0,N912WN
d90485a94b3867422fb553d8ea8587bbd2ff6c5d8e5501ca43a1076739f3e8f2,P6_clean,42,687,TRAIN_000687,2,1,0.11383872959044582,0.17,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8861612704095542,FN,11,7,1033.0,1238.0,0,0,DTW,11433,,ATL,10397,Georgia,594.0,,NK,20416.0,N608NK
