year,time_mode,dimension,value,eligible_rows,matched_rows,match_rate
2007,scheduled,route,BDL->MCO,21,0,0.0
2007,scheduled,route,BDL->MDW,4,0,0.0
2007,scheduled,route,BDL->MIA,3,0,0.0
2007,scheduled,route,BDL->MSP,7,0,0.0
2007,scheduled,route,BDL->MYR,1,0,0.0
2007,scheduled,route,BDL->ORD,24,0,0.0
2007,scheduled,route,BDL->PBI,2,0,0.0
2007,scheduled,route,BDL->PHL,15,0,0.0
2007,scheduled,route,BDL->RDU,4,0,0.0
2007,scheduled,route,BDL->RSW,7,0,0.0
2007,scheduled,route,BDL->SJU,4,0,0.0
2007,scheduled,route,BDL->STL,1,0,0.0
2007,scheduled,route,BDL->TPA,10,0,0.0
2007,scheduled,route,BET->ANC,6,0,0.0
2007,scheduled,route,BFF->DEN,6,0,0.0
2007,scheduled,route,BFL->DEN,6,0,0.0
2007,scheduled,route,BFL->PHX,7,0,0.0
2007,scheduled,route,BFL->SFO,2,0,0.0
2007,scheduled,route,BGM->DTW,10,0,0.0
2007,scheduled,route,BGR->DCA,10,0,0.0
2007,scheduled,route,BGR->EWR,8,0,0.0
2007,scheduled,route,BGR->JFK,1,0,0.0
2007,scheduled,route,BGR->LGA,9,0,0.0
2007,scheduled,route,BGR->PHL,16,0,0.0
2007,scheduled,route,BHM->ATL,25,0,0.0
2007,scheduled,route,BHM->BWI,6,0,0.0
2007,scheduled,route,BHM->CLT,16,0,0.0
2007,scheduled,route,BHM->DAL,6,0,0.0
2007,scheduled,route,BHM->DCA,7,0,0.0
2007,scheduled,route,BHM->DEN,11,0,0.0
2007,scheduled,route,BHM->DFW,20,0,0.0
2007,scheduled,route,BHM->DTW,6,0,0.0
2007,scheduled,route,BHM->HOU,6,0,0.0
2007,scheduled,route,BHM->IAH,22,0,0.0
2007,scheduled,route,BHM->LAS,1,0,0.0
2007,scheduled,route,BHM->LGA,2,0,0.0
2007,scheduled,route,BHM->MCO,6,0,0.0
2007,scheduled,route,BHM->MDW,4,0,0.0
2007,scheduled,route,BHM->MIA,3,0,0.0
2007,scheduled,route,BHM->ORD,14,0,0.0
2007,scheduled,route,BHM->PHL,7,0,0.0
2007,scheduled,route,BHM->TPA,9,0,0.0
2007,scheduled,route,BIL->AZA,4,0,0.0
2007,scheduled,route,BIL->DEN,15,0,0.0
2007,scheduled,route,BIL->DFW,2,0,0.0
2007,scheduled,route,BIL->LAS,3,0,0.0
2007,scheduled,route,BIL->MSP,3,0,0.0
2007,scheduled,route,BIL->PDX,4,0,0.0
2007,scheduled,route,BIL->SEA,4,0,0.0
2007,scheduled,route,BIL->SLC,10,0,0.0
2007,scheduled,route,BIS->DEN,17,0,0.0
2007,scheduled,route,BIS->DFW,4,0,0.0
2007,scheduled,route,BIS->MSP,14,0,0.0
2007,scheduled,route,BIS->ORD,7,0,0.0
2007,scheduled,route,BIS->SFB,2,0,0.0
2007,scheduled,route,BJI->MSP,10,0,0.0
2007,scheduled,route,BKG->DEN,2,0,0.0
2007,scheduled,route,BLI->AZA,1,0,0.0
2007,scheduled,route,BLI->LAS,7,0,0.0
2007,scheduled,route,BLI->LAX,3,0,0.0
2007,scheduled,route,BLI->OAK,4,0,0.0
2007,scheduled,route,BLI->PSP,5,0,0.0
2007,scheduled,route,BLI->SAN,1,0,0.0
2007,scheduled,route,BLI->SEA,15,0,0.0
2007,scheduled,route,BLV->AZA,3,0,0.0
2007,scheduled,route,BLV->LAS,1,0,0.0
2007,scheduled,route,BLV->PGD,1,0,0.0
2007,scheduled,route,BLV->PIE,1,0,0.0
2007,scheduled,route,BLV->SFB,3,0,0.0
2007,scheduled,route,BLV->SRQ,1,0,0.0
2007,scheduled,route,BLV->VPS,2,0,0.0
2007,scheduled,route,BMI->ATL,6,0,0.0
2007,scheduled,route,BMI->DEN,1,0,0.0
2007,scheduled,route,BMI->DFW,5,0,0.0
2007,scheduled,route,BMI->MCO,1,0,0.0
2007,scheduled,route,BMI->ORD,10,0,0.0
2007,scheduled,route,BMI->PIE,1,0,0.0
2007,scheduled,route,BNA->ATL,46,0,0.0
2007,scheduled,route,BNA->AUS,11,0,0.0
2007,scheduled,route,BNA->BOS,23,0,0.0
2007,scheduled,route,BNA->BWI,19,0,0.0
2007,scheduled,route,BNA->CHS,7,0,0.0
2007,scheduled,route,BNA->CLE,8,0,0.0
2007,scheduled,route,BNA->CLT,17,0,0.0
2007,scheduled,route,BNA->CMH,7,0,0.0
2007,scheduled,route,BNA->DAL,18,0,0.0
2007,scheduled,route,BNA->DCA,19,0,0.0
2007,scheduled,route,BNA->DEN,33,0,0.0
2007,scheduled,route,BNA->DFW,22,0,0.0
2007,scheduled,route,BNA->DTW,34,0,0.0
2007,scheduled,route,BNA->ECP,8,0,0.0
2007,scheduled,route,BNA->EWR,20,0,0.0
2007,scheduled,route,BNA->FLL,20,0,0.0
2007,scheduled,route,BNA->HOU,11,0,0.0
2007,scheduled,route,BNA->IAD,5,0,0.0
2007,scheduled,route,BNA->IAH,18,0,0.0
2007,scheduled,route,BNA->JAX,13,0,0.0
2007,scheduled,route,BNA->JFK,9,0,0.0
2007,scheduled,route,BNA->LAS,9,0,0.0
2007,scheduled,route,BNA->LAX,17,0,0.0
2007,scheduled,route,BNA->LGA,43,0,0.0
2007,scheduled,route,BNA->MCI,8,0,0.0
2007,scheduled,route,BNA->MCO,18,0,0.0
2007,scheduled,route,BNA->MDW,25,0,0.0
2007,scheduled,route,BNA->MIA,9,0,0.0
2007,scheduled,route,BNA->MKE,4,0,0.0
2007,scheduled,route,BNA->MSP,15,0,0.0
2007,scheduled,route,BNA->MSY,13,0,0.0
2007,scheduled,route,BNA->OAK,7,0,0.0
2007,scheduled,route,BNA->ORD,46,0,0.0
2007,scheduled,route,BNA->PGD,1,0,0.0
2007,scheduled,route,BNA->PHL,29,0,0.0
2007,scheduled,route,BNA->PHX,11,0,0.0
2007,scheduled,route,BNA->PIT,8,0,0.0
2007,scheduled,route,BNA->PNS,5,0,0.0
2007,scheduled,route,BNA->RDU,14,0,0.0
2007,scheduled,route,BNA->SAN,11,0,0.0
2007,scheduled,route,BNA->SAT,8,0,0.0
2007,scheduled,route,BNA->SEA,7,0,0.0
2007,scheduled,route,BNA->SFB,1,0,0.0
2007,scheduled,route,BNA->SFO,9,0,0.0
2007,scheduled,route,BNA->SJC,3,0,0.0
2007,scheduled,route,BNA->SLC,7,0,0.0
2007,scheduled,route,BNA->STL,6,0,0.0
2007,scheduled,route,BNA->TPA,9,0,0.0
2007,scheduled,route,BNA->TTN,1,0,0.0
2007,scheduled,route,BNA->VPS,1,0,0.0
2007,scheduled,route,BOI->AZA,1,0,0.0
2007,scheduled,route,BOI->DEN,21,0,0.0
2007,scheduled,route,BOI->DFW,6,0,0.0
2007,scheduled,route,BOI->GEG,9,0,0.0
2007,scheduled,route,BOI->IAH,4,0,0.0
2007,scheduled,route,BOI->LAS,12,0,0.0
2007,scheduled,route,BOI->LAX,8,0,0.0
