dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
route,ATL->TRI,17,17,0,0.0
route,ATL->TTN,1,1,0,0.0
route,ATL->TUL,15,15,0,0.0
route,ATL->TUS,2,2,0,0.0
route,ATL->TYS,21,21,0,0.0
route,ATL->VLD,6,6,0,0.0
route,ATL->VPS,15,15,0,0.0
route,ATL->XNA,18,18,0,0.0
route,ATW->ATL,5,5,0,0.0
route,ATW->AZA,1,1,0,0.0
route,ATW->DEN,2,2,0,0.0
route,ATW->DTW,8,8,0,0.0
route,ATW->MSP,11,11,0,0.0
route,ATW->ORD,24,24,0,0.0
route,ATW->PGD,1,1,0,0.0
route,ATW->PIE,1,1,0,0.0
route,ATW->SFB,2,2,0,0.0
route,ATY->ORD,1,1,0,0.0
route,AUS->ATL,38,38,0,0.0
route,AUS->BNA,8,8,0,0.0
route,AUS->BOS,10,10,0,0.0
route,AUS->BWI,9,9,0,0.0
route,AUS->CLT,11,11,0,0.0
route,AUS->CVG,8,8,0,0.0
route,AUS->DAL,30,30,0,0.0
route,AUS->DCA,2,2,0,0.0
route,AUS->DEN,25,25,0,0.0
route,AUS->DFW,32,32,0,0.0
route,AUS->DTW,8,8,0,0.0
route,AUS->ELP,12,12,0,0.0
route,AUS->EWR,6,6,0,0.0
route,AUS->FLL,9,9,0,0.0
route,AUS->HOU,20,20,0,0.0
route,AUS->HRL,3,3,0,0.0
route,AUS->IAD,9,9,0,0.0
route,AUS->IAH,32,32,0,0.0
route,AUS->IND,1,1,0,0.0
route,AUS->JFK,19,19,0,0.0
route,AUS->LAS,16,16,0,0.0
route,AUS->LAX,31,31,0,0.0
route,AUS->LBB,3,3,0,0.0
route,AUS->LGB,3,3,0,0.0
route,AUS->MCI,2,2,0,0.0
route,AUS->MCO,19,19,0,0.0
route,AUS->MDW,5,5,0,0.0
route,AUS->MIA,9,9,0,0.0
route,AUS->MSP,4,4,0,0.0
route,AUS->MSY,6,6,0,0.0
route,AUS->OAK,2,2,0,0.0
route,AUS->ONT,2,2,0,0.0
route,AUS->ORD,25,25,0,0.0
route,AUS->PDX,2,2,0,0.0
route,AUS->PHL,9,9,0,0.0
route,AUS->PHX,29,29,0,0.0
route,AUS->SAN,18,18,0,0.0
route,AUS->SEA,8,8,0,0.0
route,AUS->SFB,3,3,0,0.0
route,AUS->SFO,18,18,0,0.0
route,AUS->SJC,22,22,0,0.0
route,AUS->SLC,9,9,0,0.0
route,AUS->SMF,3,3,0,0.0
route,AUS->SNA,2,2,0,0.0
route,AUS->STL,10,10,0,0.0
route,AUS->TPA,2,2,0,0.0
route,AVL->ATL,19,19,0,0.0
route,AVL->CLT,23,23,0,0.0
route,AVL->EWR,4,4,0,0.0
route,AVL->FLL,9,9,0,0.0
route,AVL->IAD,2,2,0,0.0
route,AVL->ORD,13,13,0,0.0
route,AVL->PGD,1,1,0,0.0
route,AVL->PHL,1,1,0,0.0
route,AVL->PIE,6,6,0,0.0
route,AVL->SFB,3,3,0,0.0
route,AVP->ATL,5,5,0,0.0
route,AVP->CLT,9,9,0,0.0
route,AVP->DTW,6,6,0,0.0
route,AVP->IAD,8,8,0,0.0
route,AVP->ORD,22,22,0,0.0
route,AVP->PHL,8,8,0,0.0
route,AZA->ATW,2,2,0,0.0
route,AZA->BIL,1,1,0,0.0
route,AZA->BIS,2,2,0,0.0
route,AZA->BLI,1,1,0,0.0
route,AZA->BLV,1,1,0,0.0
route,AZA->BZN,2,2,0,0.0
route,AZA->CID,3,3,0,0.0
route,AZA->CVG,1,1,0,0.0
route,AZA->DSM,2,2,0,0.0
route,AZA->EUG,2,2,0,0.0
route,AZA->FAR,1,1,0,0.0
route,AZA->FSD,2,2,0,0.0
route,AZA->FWA,1,1,0,0.0
route,AZA->GRR,3,3,0,0.0
route,AZA->ICT,1,1,0,0.0
route,AZA->IDA,2,2,0,0.0
route,AZA->MKE,2,2,0,0.0
route,AZA->MOT,2,2,0,0.0
route,AZA->OAK,2,2,0,0.0
route,AZA->OMA,2,2,0,0.0
route,AZA->PIA,2,2,0,0.0
route,AZA->PSC,3,3,0,0.0
route,AZA->PVU,3,3,0,0.0
route,AZA->RAP,2,2,0,0.0
route,AZA->RDM,2,2,0,0.0
route,AZA->RFD,3,3,0,0.0
route,AZA->SCK,2,2,0,0.0
route,AZA->SGF,1,1,0,0.0
route,AZA->SGU,1,1,0,0.0
route,AZA->STC,1,1,0,0.0
route,AZO->DTW,15,15,0,0.0
route,AZO->MSP,5,5,0,0.0
route,AZO->ORD,22,22,0,0.0
route,BDL->ATL,14,14,0,0.0
route,BDL->BWI,19,19,0,0.0
route,BDL->CLE,2,2,0,0.0
route,BDL->CLT,19,19,0,0.0
route,BDL->CVG,6,6,0,0.0
route,BDL->DCA,15,15,0,0.0
route,BDL->DEN,7,7,0,0.0
route,BDL->DFW,6,6,0,0.0
route,BDL->DTW,10,10,0,0.0
route,BDL->FLL,16,16,0,0.0
route,BDL->IAD,12,12,0,0.0
route,BDL->IAH,1,1,0,0.0
route,BDL->LAX,4,4,0,0.0
route,BDL->MCO,19,19,0,0.0
route,BDL->MDW,5,5,0,0.0
route,BDL->MIA,7,7,0,0.0
route,BDL->MSP,11,11,0,0.0
route,BDL->ORD,29,29,0,0.0
route,BDL->PBI,4,4,0,0.0
route,BDL->PHL,20,20,0,0.0
route,BDL->RDU,3,3,0,0.0
route,BDL->RSW,10,10,0,0.0
route,BDL->SJU,3,3,0,0.0
route,BDL->STL,1,1,0,0.0
route,BDL->TPA,14,14,0,0.0
route,BET->ANC,6,6,0,0.0
route,BFF->DEN,4,4,0,0.0
route,BFL->DEN,7,7,0,0.0
route,BFL->DFW,5,5,0,0.0
route,BFL->PHX,11,11,0,0.0
route,BFL->SFO,9,9,0,0.0
route,BGM->DTW,7,7,0,0.0
route,BGR->DCA,9,9,0,0.0
route,BGR->EWR,7,7,0,0.0
route,BGR->LGA,7,7,0,0.0
route,BGR->PHL,9,9,0,0.0
route,BGR->PIE,2,2,0,0.0
route,BGR->SFB,1,1,0,0.0
route,BHM->ATL,33,33,0,0.0
route,BHM->BWI,4,4,0,0.0
route,BHM->CLT,19,19,0,0.0
route,BHM->DAL,8,8,0,0.0
route,BHM->DCA,8,8,0,0.0
route,BHM->DEN,5,5,0,0.0
route,BHM->DFW,18,18,0,0.0
route,BHM->DTW,9,9,0,0.0
route,BHM->HOU,4,4,0,0.0
route,BHM->IAH,6,6,0,0.0
route,BHM->LAS,1,1,0,0.0
route,BHM->LGA,7,7,0,0.0
route,BHM->MCO,4,4,0,0.0
route,BHM->MDW,11,11,0,0.0
route,BHM->MIA,8,8,0,0.0
route,BHM->ORD,25,25,0,0.0
route,BHM->PHL,6,6,0,0.0
route,BHM->TPA,10,10,0,0.0
route,BIL->AZA,3,3,0,0.0
route,BIL->DEN,12,12,0,0.0
route,BIL->DFW,2,2,0,0.0
route,BIL->LAS,1,1,0,0.0
route,BIL->MSP,6,6,0,0.0
route,BIL->PDX,5,5,0,0.0
route,BIL->SEA,4,4,0,0.0
route,BIL->SLC,11,11,0,0.0
route,BIS->AZA,1,1,0,0.0
route,BIS->DEN,16,16,0,0.0
route,BIS->DFW,3,3,0,0.0
route,BIS->LAS,2,2,0,0.0
route,BIS->MSP,25,25,0,0.0
route,BIS->ORD,7,7,0,0.0
route,BJI->MSP,9,9,0,0.0
route,BLI->KOA,1,1,0,0.0
route,BLI->LAS,8,8,0,0.0
route,BLI->OAK,4,4,0,0.0
route,BLI->OGG,1,1,0,0.0
route,BLI->PSP,1,1,0,0.0
route,BLI->SEA,16,16,0,0.0
route,BLV->AZA,1,1,0,0.0
route,BLV->PGD,1,1,0,0.0
route,BLV->SFB,2,2,0,0.0
route,BLV->VPS,3,3,0,0.0
route,BMI->ATL,3,3,0,0.0
route,BMI->DFW,4,4,0,0.0
route,BMI->MCO,2,2,0,0.0
route,BMI->ORD,3,3,0,0.0
route,BMI->PIE,1,1,0,0.0
route,BMI->SFB,2,2,0,0.0
route,BNA->ATL,45,45,0,0.0
route,BNA->AUS,8,8,0,0.0
route,BNA->BOS,22,22,0,0.0
route,BNA->BUR,1,1,0,0.0
route,BNA->BWI,21,21,0,0.0
route,BNA->CHS,6,6,0,0.0
route,BNA->CLE,6,6,0,0.0
route,BNA->CLT,22,22,0,0.0
route,BNA->CMH,4,4,0,0.0
route,BNA->DAL,17,17,0,0.0
route,BNA->DCA,27,27,0,0.0
route,BNA->DEN,24,24,0,0.0
route,BNA->DFW,23,23,0,0.0
route,BNA->DTW,19,19,0,0.0
route,BNA->ECP,3,3,0,0.0
route,BNA->EWR,17,17,0,0.0
route,BNA->FLL,18,18,0,0.0
route,BNA->GRR,1,1,0,0.0
route,BNA->HOU,15,15,0,0.0
route,BNA->IAD,11,11,0,0.0
route,BNA->IAH,12,12,0,0.0
route,BNA->JAX,7,7,0,0.0
route,BNA->JFK,18,18,0,0.0
route,BNA->LAS,11,11,0,0.0
route,BNA->LAX,28,28,0,0.0
route,BNA->LGA,42,42,0,0.0
route,BNA->MCI,6,6,0,0.0
route,BNA->MCO,16,16,0,0.0
route,BNA->MDW,21,21,0,0.0
route,BNA->MIA,10,10,0,0.0
route,BNA->MKE,6,6,0,0.0
route,BNA->MSP,21,21,0,0.0
route,BNA->MSY,12,12,0,0.0
route,BNA->OAK,1,1,0,0.0
route,BNA->ORD,39,39,0,0.0
route,BNA->PGD,3,3,0,0.0
route,BNA->PHL,22,22,0,0.0
route,BNA->PHX,12,12,0,0.0
route,BNA->PIE,3,3,0,0.0
route,BNA->PIT,9,9,0,0.0
route,BNA->PNS,7,7,0,0.0
route,BNA->RDU,17,17,0,0.0
route,BNA->RSW,4,4,0,0.0
route,BNA->SAN,5,5,0,0.0
route,BNA->SAT,5,5,0,0.0
route,BNA->SEA,10,10,0,0.0
route,BNA->SFB,1,1,0,0.0
route,BNA->SFO,9,9,0,0.0
route,BNA->SJC,1,1,0,0.0
route,BNA->SLC,2,2,0,0.0
route,BNA->STL,6,6,0,0.0
route,BNA->TPA,14,14,0,0.0
route,BOI->DEN,18,18,0,0.0
route,BOI->DFW,5,5,0,0.0
route,BOI->GEG,16,16,0,0.0
route,BOI->IAH,4,4,0,0.0
route,BOI->LAS,5,5,0,0.0
route,BOI->LAX,11,11,0,0.0
route,BOI->MSP,4,4,0,0.0
route,BOI->OAK,5,5,0,0.0
route,BOI->ORD,7,7,0,0.0
route,BOI->PDX,24,24,0,0.0
route,BOI->PHX,15,15,0,0.0
route,BOI->RNO,4,4,0,0.0
route,BOI->SAN,7,7,0,0.0
route,BOI->SEA,40,40,0,0.0
route,BOI->SFO,22,22,0,0.0
route,BOI->SJC,4,4,0,0.0
route,BOI->SLC,17,17,0,0.0
route,BOI->SMF,5,5,0,0.0
route,BOS->ATL,54,54,0,0.0
route,BOS->AUS,10,10,0,0.0
route,BOS->BNA,22,22,0,0.0
route,BOS->BUF,12,12,0,0.0
route,BOS->BUR,3,3,0,0.0
route,BOS->BWI,45,45,0,0.0
route,BOS->CHS,10,10,0,0.0
route,BOS->CLE,15,15,0,0.0
route,BOS->CLT,36,36,0,0.0
route,BOS->CMH,14,14,0,0.0
route,BOS->CVG,10,10,0,0.0
route,BOS->DAL,2,2,0,0.0
route,BOS->DCA,73,73,0,0.0
route,BOS->DEN,24,24,0,0.0
route,BOS->DFW,26,26,0,0.0
route,BOS->DTW,30,30,0,0.0
route,BOS->EWR,64,64,0,0.0
route,BOS->FLL,29,29,0,0.0
route,BOS->HNL,1,1,0,0.0
route,BOS->HOU,7,7,0,0.0
route,BOS->IAD,15,15,0,0.0
route,BOS->IAH,19,19,0,0.0
route,BOS->IND,8,8,0,0.0
route,BOS->JAX,12,12,0,0.0
route,BOS->JFK,46,46,0,0.0
route,BOS->LAS,21,21,0,0.0
route,BOS->LAX,46,46,0,0.0
route,BOS->LGA,66,66,0,0.0
route,BOS->LGB,5,5,0,0.0
route,BOS->MCI,4,4,0,0.0
route,BOS->MCO,46,46,0,0.0
route,BOS->MDT,3,3,0,0.0
route,BOS->MDW,9,9,0,0.0
route,BOS->MIA,20,20,0,0.0
route,BOS->MKE,12,12,0,0.0
route,BOS->MSP,26,26,0,0.0
route,BOS->MSY,12,12,0,0.0
route,BOS->MYR,5,5,0,0.0
route,BOS->ORD,71,71,0,0.0
route,BOS->ORF,1,1,0,0.0
route,BOS->PBI,34,34,0,0.0
route,BOS->PDX,7,7,0,0.0
route,BOS->PHL,76,76,0,0.0
route,BOS->PHX,19,19,0,0.0
route,BOS->PIT,23,23,0,0.0
route,BOS->RDU,37,37,0,0.0
route,BOS->RIC,13,13,0,0.0
route,BOS->ROC,5,5,0,0.0
route,BOS->RSW,26,26,0,0.0
route,BOS->SAN,14,14,0,0.0
route,BOS->SAV,3,3,0,0.0
route,BOS->SEA,10,10,0,0.0
route,BOS->SFO,42,42,0,0.0
route,BOS->SJC,4,4,0,0.0
route,BOS->SJU,4,4,0,0.0
route,BOS->SLC,10,10,0,0.0
route,BOS->SRQ,3,3,0,0.0
route,BOS->STL,10,10,0,0.0
route,BOS->SYR,3,3,0,0.0
route,BOS->TPA,35,35,0,0.0
route,BPT->DFW,12,12,0,0.0
route,BQK->ATL,8,8,0,0.0
route,BQN->FLL,8,8,0,0.0
route,BQN->JFK,5,5,0,0.0
route,BQN->MCO,10,10,0,0.0
route,BRD->MSP,4,4,0,0.0
route,BRO->DFW,6,6,0,0.0
route,BRO->IAH,16,16,0,0.0
route,BRW->ANC,2,2,0,0.0
route,BTM->SLC,6,6,0,0.0
route,BTR->ATL,22,22,0,0.0
route,BTR->CLT,3,3,0,0.0
route,BTR->DFW,16,16,0,0.0
route,BTR->IAH,16,16,0,0.0
route,BTV->ATL,1,1,0,0.0
route,BTV->CLT,5,5,0,0.0
route,BTV->DCA,10,10,0,0.0
route,BTV->DTW,12,12,0,0.0
route,BTV->EWR,19,19,0,0.0
route,BTV->IAD,7,7,0,0.0
route,BTV->JFK,9,9,0,0.0
route,BTV->LGA,5,5,0,0.0
route,BTV->MCO,1,1,0,0.0
route,BTV->ORD,3,3,0,0.0
route,BTV->PHL,13,13,0,0.0
route,BUF->ATL,12,12,0,0.0
route,BUF->BOS,16,16,0,0.0
